Logit_True,Logit_Max_Incorrect,Gap
0.9833852,0.9315273,0.05185789
0.98582697,0.93221295,0.05361402
0.96298647,0.8443687,0.11861777
0.711684,0.72124195,-0.009557962
0.70225,0.7518223,-0.04957229
0.86337405,0.9903461,-0.12697202
0.9778304,0.9725405,0.005289912
0.96703774,0.93118596,0.035851777
0.98162705,0.9733462,0.008280873
0.9523521,0.95056295,0.0017891526
0.9460296,0.9551922,-0.009162605
0.8816289,0.8909722,-0.009343326
0.99277043,0.9809016,0.0118688345
0.19038093,0.8833709,-0.69298995
0.9735929,0.94342643,0.030166447
0.9660719,0.92729527,0.038776636
0.99779963,0.9640471,0.03375256
0.961372,0.9922978,-0.03092581
0.89059424,0.88428366,0.006310582
0.70192146,0.7497744,-0.047852933
0.70063734,0.7736485,-0.07301116
0.6522183,0.74285674,-0.09063846
0.9884835,0.9504034,0.038080096
0.9828478,0.9687122,0.014135599
0.9779473,0.96452105,0.013426244
0.91205955,0.8322817,0.07977784
0.92777604,0.8545785,0.07319754
0.9067064,0.83429456,0.072411835
0.9502473,0.97853214,-0.028284848
0.70281565,0.7409145,-0.03809887
0.8647611,0.9323003,-0.067539215
0.9752457,0.6983709,0.27687484
0.97114444,0.95866233,0.012482107
0.9738993,0.6791158,0.29478353
